Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
LC _slc79_LD,Lc79,LD,unknown,LC ,24.3351365,11.76492337,0.807817196,Marginally Significant,TRUE,Success,0.05136264,1242,24181
LC _slc81_LD,Lc81,LD,unknown,LC ,24.04474829,481.7428119,8.22E-204,Highly Significant,TRUE,Success,0.187709359,4539,24181
LC _slc82_LD,Lc82,LD,unknown,LC ,24.04474829,958.2454039,0,Highly Significant,TRUE,Success,0.258674166,6255,24181
LC _slc85_LD,Lc85,LD,unknown,LC ,24.1890709,874.5957277,0,Highly Significant,TRUE,Success,0.323270336,7817,24181
LC _slc87_LD,Lc87,LD,unknown,LC ,24.78411275,54.37707087,1.11E-18,Highly Significant,TRUE,Success,0.132542078,3205,24181
LC _slc100_LD,Lc100,LD,unknown,LC ,23.9970227,202.1327741,1.44E-82,Highly Significant,TRUE,Success,0.124850089,3019,24181
LC _slc6_LD,Lc6,LD,unknown,LC ,23.90213765,623.7166368,2.05E-265,Highly Significant,TRUE,Success,0.244820313,5920,24181
LC _slc11_LD,Lc11,LD,unknown,LC ,24.3351365,413.3072581,4.00E-174,Highly Significant,TRUE,Success,0.194160705,4695,24181
LC _slc13_LD,Lc13,LD,unknown,LC ,24.04474829,290.2344526,9.45E-121,Highly Significant,TRUE,Success,0.181878334,4398,24181
LC _slc14_LD,Lc14,LD,unknown,LC ,23.9970227,832.3891547,0,Highly Significant,TRUE,Success,0.219966089,5319,24181
LC _slc15_LD,Lc15,LD,unknown,LC ,23.85497595,682.0173479,1.03E-290,Highly Significant,TRUE,Success,0.246929407,5971,24181
LC _slc90_LD,Lc90,LD,unknown,LC ,24.04474829,462.283102,2.27E-195,Highly Significant,TRUE,Success,0.228898722,5535,24181
LC _slc92_LD,Lc92,LD,unknown,LC ,23.85497595,179.1152273,1.35E-72,Highly Significant,TRUE,Success,0.155783466,3767,24181
LC _slc93_LD,Lc93,LD,unknown,LC ,24.3351365,285.0161861,1.73E-118,Highly Significant,TRUE,Success,0.157437658,3807,24181
LC _slc95_LD,Lc95,LD,unknown,LC ,23.9970227,298.5923471,2.25E-124,Highly Significant,TRUE,Success,0.154749597,3742,24181
LC _slc65_LD_D,Lc65,LD_D,unknown,LC ,27.1846099,28.30505881,8.27E-08,Highly Significant,TRUE,Success,0.829000335,9885,11924
LC _slc72_LD_D,Lc72,LD_D,unknown,LC ,16.01275864,3.36578706,1,Marginally Significant,TRUE,Success,0.069775243,832,11924
LC _slc73_LD_D,Lc73,LD_D,unknown,LC ,16.27505012,4.028229461,1,Marginally Significant,TRUE,Success,0.076484401,912,11924
LC _slc74_LD_D,Lc74,LD_D,unknown,LC ,28.08095974,10.36142644,0.955224661,Marginally Significant,TRUE,Success,0.153807447,1834,11924
LC _slc75_LD_D,Lc75,LD_D,unknown,LC ,23.53562396,1.636812494,1,Marginally Significant,TRUE,Success,0.164877558,1966,11924
LC _slc76_LD_D,Lc76,LD_D,unknown,LC ,16.77892607,9.785199062,0.995349803,Marginally Significant,TRUE,Success,0.279184837,3329,11924
LC _slc78_LD_D,Lc78,LD_D,unknown,LC ,19.65565916,3.084586798,1,Marginally Significant,TRUE,Success,0.110449514,1317,11924
LC _slc79_LD_D,Lc79,LD_D,unknown,LC ,28.08095974,6.824879782,1,Marginally Significant,TRUE,Success,0.085374036,1018,11924
LC _slc81_LD_D,Lc81,LD_D,unknown,LC ,19.98512388,19.14210043,0.000648574,Highly Significant,TRUE,Success,0.379067427,4520,11924
LC _slc82_LD_D,Lc82,LD_D,unknown,LC ,32,36.94261857,1.68E-11,Highly Significant,TRUE,Success,0.519959745,6200,11924
LC _slc85_LD_D,Lc85,LD_D,unknown,LC ,21.73375107,36.12000993,3.77E-11,Highly Significant,TRUE,Success,0.607094935,7239,11924
LC _slc87_LD_D,Lc87,LD_D,unknown,LC ,16.01275864,3.572214931,1,Marginally Significant,TRUE,Success,0.146511238,1747,11924
LC _slc100_LD_D,Lc100,LD_D,unknown,LC ,32,10.56072362,0.923403456,Marginally Significant,TRUE,Success,0.244045622,2910,11924
LC _slc6_LD_D,Lc6,LD_D,unknown,LC ,16.09924469,148.6743675,1.00E-59,Highly Significant,TRUE,Success,0.445571956,5313,11924
LC _slc11_LD_D,Lc11,LD_D,unknown,LC ,26.34371332,37.17081344,1.34E-11,Highly Significant,TRUE,Success,0.347534384,4144,11924
LC _slc13_LD_D,Lc13,LD_D,unknown,LC ,32,60.05605201,1.96E-21,Highly Significant,TRUE,Success,0.320781617,3825,11924
LC _slc14_LD_D,Lc14,LD_D,unknown,LC ,26.46064221,108.7285151,1.92E-42,Highly Significant,TRUE,Success,0.441462596,5264,11924
LC _slc15_LD_D,Lc15,LD_D,unknown,LC ,28.89767477,116.5676803,7.82E-46,Highly Significant,TRUE,Success,0.487336464,5811,11924
LC _slc90_LD_D,Lc90,LD_D,unknown,LC ,23.62890939,72.98877331,5.22E-27,Highly Significant,TRUE,Success,0.433914794,5174,11924
LC _slc92_LD_D,Lc92,LD_D,unknown,LC ,23.08003146,29.22981891,3.33E-08,Highly Significant,TRUE,Success,0.271217712,3234,11924
LC _slc93_LD_D,Lc93,LD_D,unknown,LC ,20.53587384,100.6324329,6.05E-39,Highly Significant,TRUE,Success,0.301828246,3599,11924
LC _slc95_LD_D,Lc95,LD_D,unknown,LC ,19.39980678,15.19901036,0.029377677,Significant,TRUE,Success,0.303086213,3614,11924
LC _slc65_LD_L,Lc65,LD_L,unknown,LC ,27.54157303,1.54910785,1,Marginally Significant,TRUE,Success,0.039813984,488,12257
LC _slc72_LD_L,Lc72,LD_L,unknown,LC ,32,1.996677245,1,Marginally Significant,TRUE,Success,0.03638737,446,12257
LC _slc73_LD_L,Lc73,LD_L,unknown,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.027657665,339,12257
LC _slc74_LD_L,Lc74,LD_L,unknown,LC ,18.76875957,0.216673216,1,Marginally Significant,TRUE,Success,0.00554785,68,12257
LC _slc75_LD_L,Lc75,LD_L,unknown,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.008648119,106,12257
LC _slc76_LD_L,Lc76,LD_L,unknown,LC ,26.24411135,1.096708626,1,Marginally Significant,TRUE,Success,0.020070164,246,12257
LC _slc78_LD_L,Lc78,LD_L,unknown,LC ,17.63453237,1.139463359,1,Marginally Significant,TRUE,Success,0.020396508,250,12257
LC _slc79_LD_L,Lc79,LD_L,unknown,LC ,31.0278481,0.509132832,1,Marginally Significant,TRUE,Success,0.018275271,224,12257
LC _slc81_LD_L,Lc81,LD_L,unknown,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.001550135,19,12257
LC _slc82_LD_L,Lc82,LD_L,unknown,LC ,18.15703704,0.183008447,1,Marginally Significant,TRUE,Success,0.004487232,55,12257
LC _slc85_LD_L,Lc85,LD_L,unknown,LC ,28.30484988,3.11805005,1,Marginally Significant,TRUE,Success,0.047156727,578,12257
LC _slc87_LD_L,Lc87,LD_L,unknown,LC ,19.92845528,6.17918856,1,Marginally Significant,TRUE,Success,0.118952435,1458,12257
LC _slc100_LD_L,Lc100,LD_L,unknown,LC ,24.07858546,0.686556456,1,Marginally Significant,TRUE,Success,0.008892878,109,12257
LC _slc6_LD_L,Lc6,LD_L,unknown,LC ,16.53981107,4.448870059,1,Marginally Significant,TRUE,Success,0.049522722,607,12257
LC _slc11_LD_L,Lc11,LD_L,unknown,LC ,28.4361949,2.129649006,1,Marginally Significant,TRUE,Success,0.044953904,551,12257
LC _slc13_LD_L,Lc13,LD_L,unknown,LC ,16.3195739,3.062351836,1,Marginally Significant,TRUE,Success,0.046748797,573,12257
LC _slc14_LD_L,Lc14,LD_L,unknown,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.004487232,55,12257
LC _slc15_LD_L,Lc15,LD_L,unknown,LC ,31.50642674,1.723638378,1,Marginally Significant,TRUE,Success,0.013053765,160,12257
LC _slc90_LD_L,Lc90,LD_L,unknown,LC ,18.10339734,0.590923268,1,Marginally Significant,TRUE,Success,0.029452558,361,12257
LC _slc92_LD_L,Lc92,LD_L,unknown,LC ,27.79138322,1.372724496,1,Marginally Significant,TRUE,Success,0.043485355,533,12257
LC _slc93_LD_L,Lc93,LD_L,unknown,LC ,32,2.56433818,1,Marginally Significant,TRUE,Success,0.016969895,208,12257
LC _slc95_LD_L,Lc95,LD_L,unknown,LC ,16.72032742,0.121122452,1,Marginally Significant,TRUE,Success,0.010443012,128,12257
LC _slca6_LD,Lca6,LD,10302024,LC ,23.96894882,309.6201533,2.88E-129,Highly Significant,TRUE,Success,0.169017094,3164,18720
LC _slca1_LD,Lca1,LD,10302024,LC ,24.27984273,118.2943301,2.20E-46,Highly Significant,TRUE,Success,0.15982906,2992,18720
LC _slcf23_LD,LcF23,LD,10302024,LC ,24.27984273,907.8553682,0,Highly Significant,TRUE,Success,0.311431624,5830,18720
LC _slcf22_LD,LcF22,LD,10302024,LC ,23.96894882,428.1963535,1.08E-180,Highly Significant,TRUE,Success,0.241666667,4524,18720
LC _slcf21_LD,LcF21,LD,10302024,LC ,23.96894882,46.68767243,1.73E-15,Highly Significant,TRUE,Success,0.079380342,1486,18720
LC _slcf20_LD,LcF20,LD,10302024,LC ,24.34299183,1282.277453,0,Highly Significant,TRUE,Success,0.33616453,6293,18720
LC _slcf19_LD,LcF19,LD,10302024,LC ,24.21702042,300.1192011,3.79E-125,Highly Significant,TRUE,Success,0.163782051,3066,18720
LC _slcf11_LD,LcF11,LD,10302024,LC ,23.31223974,336.0187897,1.03E-140,Highly Significant,TRUE,Success,0.216025641,4044,18720
LC _slcf5_LD,LcF5,LD,10302024,LC ,23.6062266,116.0344345,2.09E-45,Highly Significant,TRUE,Success,0.112767094,2111,18720
LC _slca4_LD,Lca4,LD,10302024,LC ,23.72590803,241.2819447,1.21E-99,Highly Significant,TRUE,Success,0.206891026,3873,18720
LC _slcf6_LD,LcF6,LD,10302024,LC ,23.96894882,214.9122915,3.24E-88,Highly Significant,TRUE,Success,0.143162393,2680,18720
LC _slcf2_LD,LcF2,LD,10302024,LC ,23.90772301,197.055793,1.77E-80,Highly Significant,TRUE,Success,0.137606838,2576,18720
LC _slca1_LD_D,Lca1,LD_D,10302024,LC ,31.56884211,21.7346445,4.07E-05,Highly Significant,TRUE,Success,0.254987731,2390,9373
LC _slcf23_LD_D,LcF23,LD_D,10302024,LC ,27.33357638,198.1920142,2.85E-81,Highly Significant,TRUE,Success,0.58476475,5481,9373
LC _slcf22_LD_D,LcF22,LD_D,10302024,LC ,16.02393674,73.27254745,3.09E-27,Highly Significant,TRUE,Success,0.418222554,3920,9373
LC _slcf21_LD_D,LcF21,LD_D,10302024,LC ,20.42386271,12.00020169,0.399706992,Marginally Significant,TRUE,Success,0.136669156,1281,9373
LC _slcf20_LD_D,LcF20,LD_D,10302024,LC ,18.56301065,113.8182767,9.49E-45,Highly Significant,TRUE,Success,0.653899499,6129,9373
LC _slcf19_LD_D,LcF19,LD_D,10302024,LC ,17.85567992,39.64484647,9.15E-13,Highly Significant,TRUE,Success,0.322948896,3027,9373
LC _slcf11_LD_D,LcF11,LD_D,10302024,LC ,30.34237151,307.403299,1.32E-128,Highly Significant,TRUE,Success,0.332124186,3113,9373
LC _slcf5_LD_D,LcF5,LD_D,10302024,LC ,30.14716526,85.65017825,1.41E-32,Highly Significant,TRUE,Success,0.207831004,1948,9373
LC _slca4_LD_D,Lca4,LD_D,10302024,LC ,19.32869296,48.4604129,1.50E-16,Highly Significant,TRUE,Success,0.344286781,3227,9373
LC _slcf6_LD_D,LcF6,LD_D,10302024,LC ,16.02393674,36.41214249,2.22E-11,Highly Significant,TRUE,Success,0.269390803,2525,9373
LC _slcf2_LD_D,LcF2,LD_D,10302024,LC ,16.19002375,17.09708922,0.003718472,Very Significant,TRUE,Success,0.257761656,2416,9373
LC _slca1_LD_L,Lca1,LD_L,10302024,LC ,23.59728578,2.807507457,1,Marginally Significant,TRUE,Success,0.064405692,602,9347
LC _slcf23_LD_L,LcF23,LD_L,10302024,LC ,19.4682984,2.028682822,1,Marginally Significant,TRUE,Success,0.037338183,349,9347
LC _slcf22_LD_L,LcF22,LD_L,10302024,LC ,28.14530397,6.231200311,1,Marginally Significant,TRUE,Success,0.064619664,604,9347
LC _slcf21_LD_L,LcF21,LD_L,10302024,LC ,21.73172504,0.530263037,1,Marginally Significant,TRUE,Success,0.021932171,205,9347
LC _slcf20_LD_L,LcF20,LD_L,10302024,LC ,23.71704996,1.310380714,1,Marginally Significant,TRUE,Success,0.017545737,164,9347
LC _slcf19_LD_L,LcF19,LD_L,10302024,LC ,16.92924261,0.11407676,1,Marginally Significant,TRUE,Success,0.004172462,39,9347
LC _slcf11_LD_L,LcF11,LD_L,10302024,LC ,26.69808963,71.76038528,1.39E-26,Highly Significant,TRUE,Success,0.099604151,931,9347
LC _slcf5_LD_L,LcF5,LD_L,10302024,LC ,24.0837494,2.784060749,1,Marginally Significant,TRUE,Success,0.01743875,163,9347
LC _slca4_LD_L,Lca4,LD_L,10302024,LC ,16.00171215,8.383717819,0.999999866,Marginally Significant,TRUE,Success,0.069113084,646,9347
LC _slcf6_LD_L,LcF6,LD_L,10302024,LC ,24.33458096,1.462360656,1,Marginally Significant,TRUE,Success,0.016582861,155,9347
LC _slcf2_LD_L,LcF2,LD_L,10302024,LC ,20.22670093,0.604407095,1,Marginally Significant,TRUE,Success,0.017117792,160,9347
LC _slcf8_LL,LcF8,LL,12092024,LC ,17.67573665,1.13707526,1,Marginally Significant,TRUE,Success,0.041823231,512,12242
LC _slcf10_LL,LcF10,LL,12092024,LC ,16.01111792,0.416632872,1,Marginally Significant,TRUE,Success,0.025567718,313,12242
LC _slcf13_LL,LcF13,LL,12092024,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.000653488,8,12242
LC _slcf18_LL,LcF18,LL,12092024,LC ,16.01111792,3.62905859,1,Marginally Significant,TRUE,Success,0.059140663,724,12242
LC _slcf21_LL,LcF21,LL,12092024,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.000245058,3,12242
LC _slcf22_LL,LcF22,LL,12092024,LC ,16.01111792,0.273118639,1,Marginally Significant,TRUE,Success,0.011599412,142,12242
LC _slcf23_LL,LcF23,LL,12092024,LC ,,,,Not Rhythmic,FALSE,Insufficient data,0,0,12242
LC _slcf25_LL,LcF25,LL,12092024,LC ,30.41006133,0.477899962,1,Marginally Significant,TRUE,Success,0.028916844,354,12242
LC _slcf26_LL,LcF26,LL,12092024,LC ,27.5368717,2.444037329,1,Marginally Significant,TRUE,Success,0.053504329,655,12242
LC _slcf27_LL,LcF27,LL,12092024,LC ,20.11564731,5.912257372,1,Marginally Significant,TRUE,Success,0.087404019,1070,12242
LC _slcf29_LL,LcF29,LL,12092024,LC ,32,0.791074084,1,Marginally Significant,TRUE,Success,0.046479333,569,12242
LC _slcf30_LL,LcF30,LL,12092024,LC ,23.60706322,1.372440993,1,Marginally Significant,TRUE,Success,0.010292436,126,12242
LC _slcf31_LL,LcF31,LL,12092024,LC ,18.42050317,13.47083979,0.149785918,Marginally Significant,TRUE,Success,0.281326581,3444,12242
LC _slcf32_LL,LcF32,LL,12092024,LC ,27.66132335,6.128285561,1,Marginally Significant,TRUE,Success,0.075559549,925,12242
LC _slcf33_LL,LcF33,LL,12092024,LC ,22.73034295,1.881673655,1,Marginally Significant,TRUE,Success,0.040516256,496,12242
LC _slcf34_LL,LcF34,LL,12092024,LC ,18.20138469,0.647641154,1,Marginally Significant,TRUE,Success,0.024587486,301,12242
LC _slcf35_LL,LcF35,LL,12092024,LC ,19.66326992,0.827743574,1,Marginally Significant,TRUE,Success,0.086668845,1061,12242
LC _slcf36_LL,LcF36,LL,12092024,LC ,20.94156643,0.46584794,1,Marginally Significant,TRUE,Success,0.055628165,681,12242
LC _slcf37_LL,LcF37,LL,12092024,LC ,23.24838269,1.495992604,1,Marginally Significant,TRUE,Success,0.025486032,312,12242
LC _slcf38_LL,LcF38,LL,12092024,LC ,31.18477828,0.505067767,1,Marginally Significant,TRUE,Success,0.006208136,76,12242
LC _slcf39_LL,LcF39,LL,12092024,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.001960464,24,12242
LC _slcf41_LL,LcF41,LL,12092024,LC ,23.79058609,8.799010346,0.999999184,Marginally Significant,TRUE,Success,0.070413331,862,12242
LC _slcf42_LL,LcF42,LL,12092024,LC ,21.91641023,6.307954098,1,Marginally Significant,TRUE,Success,0.068861297,843,12242
LC _slcf43_LL,LcF43,LL,12092024,LC ,27.29129799,6.794848266,1,Marginally Significant,TRUE,Success,0.040761314,499,12242
LC _slcf44_LL,LcF44,LL,12092024,LC ,16.01111792,13.73672475,0.118035674,Marginally Significant,TRUE,Success,0.106355171,1302,12242
LC _slcf45_LL,LcF45,LL,12092024,LC ,22.47988522,2.368134657,1,Marginally Significant,TRUE,Success,0.043293579,530,12242
LC _slcaf1_LL,LcaF1,LL,12092024,LC ,18.25567414,1.132844948,1,Marginally Significant,TRUE,Success,0.01715406,210,12242
LC _slcaf3_LL,LcaF3,LL,12092024,LC ,32,2.117654662,1,Marginally Significant,TRUE,Success,0.02205522,270,12242
LC _slcaf12_LL,LcaF12,LL,12092024,LC ,,,,Not Rhythmic,FALSE,Invalid period,0.001552034,19,12242
LC _slcaf11_LL,LcaF11,LL,12092024,LC ,30.11084634,6.297142554,1,Marginally Significant,TRUE,Success,0.079235419,970,12242
LC _slcf1_LL,LcF1,LL,12092024,LC ,16.01111792,1.548889142,1,Marginally Significant,TRUE,Success,0.089119425,1091,12242
LC _slcf2_LL,LcF2,LL,12092024,LC ,25.79598288,4.503447097,1,Marginally Significant,TRUE,Success,0.090181343,1104,12242
