Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
Ag _sag69f_LD,sag69f,LD,unknown,Ag ,23.371459779979716,98.48114299712537,4.0385817650483077e-38,Highly Significant,True,Success,0.25475325785088654,2385.0,9362
Ag _sag72f_LD,sag72f,LD,unknown,Ag ,20.59484358886215,27.320385989471905,1.7081321083523127e-07,Highly Significant,True,Success,0.25368511001922667,2375.0,9362
Ag _sag77f_LD,sag77f,LD,unknown,Ag ,17.19093256814921,34.79086418755605,1.0980518114898343e-10,Highly Significant,True,Success,0.19814142277291177,1855.0,9362
Ag _sag75f_LD,sag75f,LD,unknown,Ag ,24.34392523364486,104.2223560250857,1.3339992779825722e-40,Highly Significant,True,Success,0.34095278786584066,3192.0,9362
Ag _sag1m_LD,sag1m,LD,unknown,Ag ,27.01343673911083,56.42648724795981,5.61564135963163e-20,Highly Significant,True,Success,0.34960478530228584,3273.0,9362
Ag _sag3m_LD,sag3m,LD,unknown,Ag ,24.34392523364486,242.32247501599494,2.149075930584665e-100,Highly Significant,True,Success,0.35729544969023713,3345.0,9362
Ag _sag5m_LD,sag5m,LD,unknown,Ag ,24.217964265502467,113.3905766152449,1.4512958342340602e-44,Highly Significant,True,Success,0.4497970519119846,4211.0,9362
Ag _sag6m_LD,sag6m,LD,unknown,Ag ,24.599819331526646,408.1078320428353,2.791106270720334e-172,Highly Significant,True,Success,0.5890835291604358,5515.0,9362
Ag _sag7m_LD,sag7m,LD,unknown,Ag ,24.34392523364486,107.93720432542057,3.306911596695044e-42,Highly Significant,True,Success,0.36210211493270666,3390.0,9362
Ag _sag10m_LD,sag10m,LD,unknown,Ag ,24.09330008847422,257.68584074718103,4.7138438728866205e-107,Highly Significant,True,Success,0.38431958983123266,3598.0,9362
Ag _sag13m_LD,sag13m,LD,unknown,Ag ,24.34392523364486,52.20742530225057,3.6714651651437436e-18,Highly Significant,True,Success,0.3114719077120273,2916.0,9362
Ag _sag24m_LD,sag24m,LD,unknown,Ag ,24.993909052982893,31.109420541572078,4.1225603520340905e-09,Highly Significant,True,Success,0.27002777184362314,2528.0,9362
Ag _sag26m_LD,sag26m,LD,unknown,Ag ,24.8611503029297,350.5064832130827,2.683397144706159e-147,Highly Significant,True,Success,0.5030976287118137,4710.0,9362
Ag _sag28m_LD,sag28m,LD,unknown,Ag ,24.8611503029297,421.7990971150512,3.2129269010205996e-178,Highly Significant,True,Success,0.5843836787011323,5471.0,9362
Ag _sag29m_LD,sag29m,LD,unknown,Ag ,23.969912779066973,154.38137270604173,2.671087539558556e-62,Highly Significant,True,Success,0.29940183721427044,2803.0,9362
Ag _slight_LD,slight,LD,unknown,Ag ,24.09330008847422,943.176123971486,0.0,Highly Significant,True,Success,0.5390942106387524,5047.0,9362
Ag _sag8f_LD_D,sag8f,LD_D,unknown,Ag ,19.715509854327337,82.88730265804068,1.011080942841746e-31,Highly Significant,True,Success,0.7140208574739282,3081.0,4315
Ag _sag17f_LD_D,sag17f,LD_D,unknown,Ag ,16.668437575464864,19.73723994620255,0.00013148762428105405,Highly Significant,True,Success,0.524449594438007,2263.0,4315
Ag _sag27f_LD_D,sag27f,LD_D,unknown,Ag ,28.605055946953996,29.866363242931467,6.454125135487416e-09,Highly Significant,True,Success,0.48574739281575896,2096.0,4315
Ag _sag33f_LD_D,sag33f,LD_D,unknown,Ag ,29.38441890166028,34.357180311567234,7.760995105247172e-11,Highly Significant,True,Success,0.699188876013905,3017.0,4315
Ag _sag46f_LD_D,sag46f,LD_D,unknown,Ag ,26.82627283326856,1.9034946572363487,1.0,Marginally Significant,True,Success,0.30011587485515645,1295.0,4315
Ag _sag60f_LD_D,sag60f,LD_D,unknown,Ag ,22.848063555114198,4.9440972452525855,1.0,Marginally Significant,True,Success,0.3082271147161066,1330.0,4315
Ag _sag62f_LD_D,sag62f,LD_D,unknown,Ag ,19.897376765638512,8.307854118740782,0.999609324104961,Marginally Significant,True,Success,0.35086906141367324,1514.0,4315
Ag _sag69f_LD_D,sag69f,LD_D,unknown,Ag ,16.04836084631481,9.682656557394479,0.8826392312081185,Marginally Significant,True,Success,0.28041714947856317,1210.0,4315
Ag _sag72f_LD_D,sag72f,LD_D,unknown,Ag ,16.04836084631481,13.446851719074676,0.05686083107775853,Marginally Significant,True,Success,0.28389339513325607,1225.0,4315
Ag _sag77f_LD_D,sag77f,LD_D,unknown,Ag ,31.077892841062585,18.70251855158645,0.00036017708541526014,Highly Significant,True,Success,0.22410196987253767,967.0,4315
Ag _sag75f_LD_D,sag75f,LD_D,unknown,Ag ,32.0,21.746892512691513,1.8500495885916052e-05,Highly Significant,True,Success,0.5181923522595597,2236.0,4315
Ag _sag1m_LD_D,sag1m,LD_D,unknown,Ag ,32.0,5.182310645959497,1.0,Marginally Significant,True,Success,0.3253765932792584,1404.0,4315
Ag _sag3m_LD_D,sag3m,LD_D,unknown,Ag ,16.04836084631481,18.041370131015643,0.0006851150003178157,Highly Significant,True,Success,0.5863267670915412,2530.0,4315
Ag _sag5m_LD_D,sag5m,LD_D,unknown,Ag ,28.230674846625767,71.06201230044958,1.2794383579512264e-26,Highly Significant,True,Success,0.6301274623406721,2719.0,4315
Ag _sag6m_LD_D,sag6m,LD_D,unknown,Ag ,16.04836084631481,152.66047612919954,6.843840308386901e-62,Highly Significant,True,Success,0.9117033603707996,3934.0,4315
Ag _sag7m_LD_D,sag7m,LD_D,unknown,Ag ,16.16865776528461,85.211086259804,1.0036528390290758e-32,Highly Significant,True,Success,0.5325608342989572,2298.0,4315
Ag _sag10m_LD_D,sag10m,LD_D,unknown,Ag ,22.608581722895515,85.89239216471942,5.098300195890759e-33,Highly Significant,True,Success,0.6414831981460023,2768.0,4315
Ag _sag13m_LD_D,sag13m,LD_D,unknown,Ag ,27.51056197688322,74.64684491517889,3.63775300119284e-28,Highly Significant,True,Success,0.4412514484356895,1904.0,4315
Ag _sag24m_LD_D,sag24m,LD_D,unknown,Ag ,32.0,17.396308451097152,0.0012819599469565865,Very Significant,True,Success,0.38122827346465815,1645.0,4315
Ag _sag26m_LD_D,sag26m,LD_D,unknown,Ag ,18.064381052080606,49.69257758236641,2.04161981227036e-17,Highly Significant,True,Success,0.6565469293163384,2833.0,4315
Ag _sag28m_LD_D,sag28m,LD_D,unknown,Ag ,16.798247748844002,234.86858431663455,1.6839169003325663e-97,Highly Significant,True,Success,0.99513325608343,4294.0,4315
Ag _sag29m_LD_D,sag29m,LD_D,unknown,Ag ,18.372105403247275,19.33064791593358,0.00019540323990622938,Highly Significant,True,Success,0.5077636152954809,2191.0,4315
Ag _sag8f_LD_L,sag8f,LD_L,unknown,Ag ,32.0,148.9970357943866,3.08371885486799e-60,Highly Significant,True,Success,0.8801268080047553,4442.0,5047
Ag _sag17f_LD_L,sag17f,LD_L,unknown,Ag ,32.0,6.970178296339316,0.9999999999999878,Marginally Significant,True,Success,0.15117891816920942,763.0,5047
Ag _sag27f_LD_L,sag27f,LD_L,unknown,Ag ,25.269483568075117,8.71837206623286,0.9980438967701372,Marginally Significant,True,Success,0.1878343570437884,948.0,5047
Ag _sag33f_LD_L,sag33f,LD_L,unknown,Ag ,,,,Not Rhythmic,False,Invalid period,0.22706558351495937,1146.0,5047
Ag _sag46f_LD_L,sag46f,LD_L,unknown,Ag ,22.558256496227994,2.788998672625537,1.0,Marginally Significant,True,Success,0.1454329304537349,734.0,5047
Ag _sag60f_LD_L,sag60f,LD_L,unknown,Ag ,27.772961816305468,1.0394754541103752,1.0,Marginally Significant,True,Success,0.10838121656429563,547.0,5047
Ag _sag62f_LD_L,sag62f,LD_L,unknown,Ag ,18.041564245810058,3.5297815088255486,1.0,Marginally Significant,True,Success,0.1149197543094908,580.0,5047
Ag _sag69f_LD_L,sag69f,LD_L,unknown,Ag ,,,,Not Rhythmic,False,Invalid period,0.23281157123043392,1175.0,5047
Ag _sag72f_LD_L,sag72f,LD_L,unknown,Ag ,18.710544611819234,29.808357198753967,7.99178524398044e-09,Highly Significant,True,Success,0.22785813354468,1150.0,5047
Ag _sag77f_LD_L,sag77f,LD_L,unknown,Ag ,19.136288219957333,34.880872173365795,5.417547468864722e-11,Highly Significant,True,Success,0.175946106597979,888.0,5047
Ag _sag75f_LD_L,sag75f,LD_L,unknown,Ag ,20.706847909720437,5.026748986540743,1.0,Marginally Significant,True,Success,0.18941945710322963,956.0,5047
Ag _sag1m_LD_L,sag1m,LD_L,unknown,Ag ,28.39817094618361,100.57848983507121,2.701758007506513e-39,Highly Significant,True,Success,0.37031900138696255,1869.0,5047
Ag _sag3m_LD_L,sag3m,LD_L,unknown,Ag ,20.538285423556346,13.598711990147216,0.057438651254045056,Marginally Significant,True,Success,0.16148206855557756,815.0,5047
Ag _sag5m_LD_L,sag5m,LD_L,unknown,Ag ,29.390607935930102,24.62475742483071,1.2952985536716248e-06,Highly Significant,True,Success,0.29562116108579356,1492.0,5047
Ag _sag6m_LD_L,sag6m,LD_L,unknown,Ag ,32.0,17.041570043686548,0.0021150328095813653,Very Significant,True,Success,0.31325539924707746,1581.0,5047
Ag _sag7m_LD_L,sag7m,LD_L,unknown,Ag ,25.01890300588782,12.405883937436558,0.16993176117693337,Marginally Significant,True,Success,0.21636615811373092,1092.0,5047
Ag _sag10m_LD_L,sag10m,LD_L,unknown,Ag ,26.885114885114884,1.6145093928130578,1.0,Marginally Significant,True,Success,0.16445413116702992,830.0,5047
Ag _sag13m_LD_L,sag13m,LD_L,unknown,Ag ,24.77324332617367,4.852743617965631,1.0,Marginally Significant,True,Success,0.2005151575193184,1012.0,5047
Ag _sag24m_LD_L,sag24m,LD_L,unknown,Ag ,16.189292159615,9.427465287644964,0.9588871501620487,Marginally Significant,True,Success,0.1749554190608282,883.0,5047
Ag _sag26m_LD_L,sag26m,LD_L,unknown,Ag ,27.47056822048316,60.9371411837449,3.458237845142693e-22,Highly Significant,True,Success,0.3719041014464038,1877.0,5047
Ag _sag28m_LD_L,sag28m,LD_L,unknown,Ag ,,,,Not Rhythmic,False,Invalid period,0.23320784624529423,1177.0,5047
Ag _sag29m_LD_L,sag29m,LD_L,unknown,Ag ,,,,Not Rhythmic,False,Invalid period,0.12126015454725579,612.0,5047
Ag _sag40m_LD,sag40m,LD,unknown,Ag ,32.0,22.978558374155234,8.333030377062151e-06,Highly Significant,True,Success,0.12006172839506173,778.0,6480
Ag _sag48m_LD,sag48m,LD,unknown,Ag ,18.592771948704154,133.43370652363845,2.1513527426289315e-53,Highly Significant,True,Success,0.3354938271604938,2174.0,6480
Ag _sag49m_LD,sag49m,LD,unknown,Ag ,23.434836667796997,56.2663928227403,4.555574301850393e-20,Highly Significant,True,Success,0.2970679012345679,1925.0,6480
Ag _sag58m_LD,sag58m,LD,unknown,Ag ,23.954708261120743,556.8462248948281,5.717748313630361e-237,Highly Significant,True,Success,0.7487654320987654,4852.0,6480
Ag _sag61m_LD,sag61m,LD,unknown,Ag ,21.853905344155162,10.99660381935406,0.6020584606641011,Marginally Significant,True,Success,0.2251543209876543,1459.0,6480
Ag _sag63m_LD,sag63m,LD,unknown,Ag ,32.0,107.07074834226273,5.422527924333091e-42,Highly Significant,True,Success,0.40324074074074073,2613.0,6480
Ag _sag64m_LD,sag64m,LD,unknown,Ag ,22.616777571724665,4.027545479191553,1.0,Marginally Significant,True,Success,0.1390432098765432,901.0,6480
Ag _sag68m_LD,sag68m,LD,unknown,Ag ,25.066860113650105,25.921586734203,4.664797318681357e-07,Highly Significant,True,Success,0.2367283950617284,1534.0,6480
Ag _sag70m_LD,sag70m,LD,unknown,Ag ,26.943209876543207,9.912670063686894,0.924704499658253,Marginally Significant,True,Success,0.19737654320987655,1279.0,6480
Ag _sag79m_LD,sag79m,LD,unknown,Ag ,22.775788201691753,91.74482751966029,2.2731087776760688e-35,Highly Significant,True,Success,0.26435185185185184,1713.0,6480
Ag _sag87m_LD,sag87m,LD,unknown,Ag ,28.863705972434918,98.06130810198128,4.2448809467933293e-38,Highly Significant,True,Success,0.40324074074074073,2613.0,6480
Ag _sag92m_LD,sag92m,LD,unknown,Ag ,27.87041268987767,55.81191664480856,7.147572617239619e-20,Highly Significant,True,Success,0.22746913580246914,1474.0,6480
Ag _sag93m_LD,sag93m,LD,unknown,Ag ,23.954708261120743,41.6477435155781,8.75011235096483e-14,Highly Significant,True,Success,0.1455246913580247,943.0,6480
Ag _sag97m_LD,sag97m,LD,unknown,Ag ,16.01854284169049,6.791649099188579,1.0,Marginally Significant,True,Success,0.17962962962962964,1164.0,6480
Ag _sag98m_LD,sag98m,LD,unknown,Ag ,31.380051460572123,11.759010553878143,0.35888600368786855,Marginally Significant,True,Success,0.2035493827160494,1319.0,6480
Ag _sag45f_LD,sag45f,LD,unknown,Ag ,23.266524520255864,98.48228369242787,2.792340318103944e-38,Highly Significant,True,Success,0.4521604938271605,2930.0,6480
Ag _sag59f_LD,sag59f,LD,unknown,Ag ,16.85182475818906,249.0448224748592,1.8152953540686043e-103,Highly Significant,True,Success,0.43487654320987656,2818.0,6480
Ag _sag76f_LD,sag76f,LD,unknown,Ag ,23.266524520255864,35.75401052397975,2.941008711437655e-11,Highly Significant,True,Success,0.32916666666666666,2133.0,6480
Ag _sag90f_LD,sag90f,LD,unknown,Ag ,23.778873724050925,113.17649006050563,1.2432385932946008e-44,Highly Significant,True,Success,0.19737654320987655,1279.0,6480
Ag _slight_LD,slight,LD,unknown,Ag ,24.133162612035854,649.4013052031978,3.9305492376376303e-277,Highly Significant,True,Success,0.44521604938271603,2885.0,6480
Ag _sag40m_LD_D,sag40m,LD_D,unknown,Ag ,32.0,12.606471653789942,0.10366110476842759,Marginally Significant,True,Success,0.06147426981919332,221.0,3595
Ag _sag48m_LD_D,sag48m,LD_D,unknown,Ag ,16.02229033156868,19.37737659634363,0.00015556457945526845,Highly Significant,True,Success,0.22559109874826147,811.0,3595
Ag _sag49m_LD_D,sag49m,LD_D,unknown,Ag ,16.769903762029745,71.36429788170187,7.895858001352119e-27,Highly Significant,True,Success,0.3769123783031989,1355.0,3595
Ag _sag58m_LD_D,sag58m,LD_D,unknown,Ag ,24.56386159760786,799.312600808699,0.0,Highly Significant,True,Success,0.8008344923504868,2879.0,3595
Ag _sag61m_LD_D,sag61m,LD_D,unknown,Ag ,22.992403038784488,11.755991063371274,0.21915198092479207,Marginally Significant,True,Success,0.1894297635605007,681.0,3595
Ag _sag63m_LD_D,sag63m,LD_D,unknown,Ag ,29.87220779220779,146.8905810827086,1.7926936460993364e-59,Highly Significant,True,Success,0.44283727399165507,1592.0,3595
Ag _sag64m_LD_D,sag64m,LD_D,unknown,Ag ,21.10238532110092,2.869680066402411,1.0,Marginally Significant,True,Success,0.16606397774687065,597.0,3595
Ag _sag68m_LD_D,sag68m,LD_D,unknown,Ag ,24.23261694058154,25.412674548609132,4.263086549491168e-07,Highly Significant,True,Success,0.31515994436717665,1133.0,3595
Ag _sag70m_LD_D,sag70m,LD_D,unknown,Ag ,18.495979414602765,30.846405727749246,2.0509780193248706e-09,Highly Significant,True,Success,0.25702364394993044,924.0,3595
Ag _sag79m_LD_D,sag79m,LD_D,unknown,Ag ,23.910187110187106,4.2856501365052955,1.0,Marginally Significant,True,Success,0.3157162726008345,1135.0,3595
Ag _sag87m_LD_D,sag87m,LD_D,unknown,Ag ,22.418713450292397,102.57598874343255,2.637033503172908e-40,Highly Significant,True,Success,0.4325452016689847,1555.0,3595
Ag _sag92m_LD_D,sag92m,LD_D,unknown,Ag ,28.911010558069382,101.33532019201678,9.063349922529741e-40,Highly Significant,True,Success,0.2826147426981919,1016.0,3595
Ag _sag93m_LD_D,sag93m,LD_D,unknown,Ag ,32.0,6.1398593693186445,1.0,Marginally Significant,True,Success,0.2122392211404729,763.0,3595
Ag _sag97m_LD_D,sag97m,LD_D,unknown,Ag ,18.88472906403941,16.612051601305204,0.002285483720872189,Very Significant,True,Success,0.2219749652294854,798.0,3595
Ag _sag98m_LD_D,sag98m,LD_D,unknown,Ag ,17.941965678627145,4.355517749722733,1.0,Marginally Significant,True,Success,0.16356050069541028,588.0,3595
Ag _sag45f_LD_D,sag45f,LD_D,unknown,Ag ,30.37717908082409,44.37777638829871,3.268439632763819e-15,Highly Significant,True,Success,0.3201668984700974,1151.0,3595
Ag _sag59f_LD_D,sag59f,LD_D,unknown,Ag ,16.02229033156868,167.92132392416005,1.409373856413761e-68,Highly Significant,True,Success,0.4931849791376912,1773.0,3595
Ag _sag76f_LD_D,sag76f,LD_D,unknown,Ag ,32.0,27.56340763047734,5.167894218430175e-08,Highly Significant,True,Success,0.47621696801112656,1712.0,3595
Ag _sag90f_LD_D,sag90f,LD_D,unknown,Ag ,17.42017570433202,93.89338627566855,1.4883903435087103e-36,Highly Significant,True,Success,0.2514603616133519,904.0,3595
Ag _sag40m_LD_L,sag40m,LD_L,unknown,Ag ,26.6728323699422,79.99934591247492,1.1926856096501001e-30,Highly Significant,True,Success,0.19306759098786827,557.0,2885
Ag _sag48m_LD_L,sag48m,LD_L,unknown,Ag ,32.0,113.98556512126522,2.4738830186753378e-45,Highly Significant,True,Success,0.4724436741767764,1363.0,2885
Ag _sag49m_LD_L,sag49m,LD_L,unknown,Ag ,32.0,12.29411685011806,0.11177985503805064,Marginally Significant,True,Success,0.1975736568457539,570.0,2885
Ag _sag58m_LD_L,sag58m,LD_L,unknown,Ag ,19.210657785179016,273.2691886586965,2.5541644376004158e-114,Highly Significant,True,Success,0.6838821490467938,1973.0,2885
Ag _sag61m_LD_L,sag61m,LD_L,unknown,Ag ,32.0,34.18750469814981,6.134085027510404e-11,Highly Significant,True,Success,0.26967071057192377,778.0,2885
Ag _sag63m_LD_L,sag63m,LD_L,unknown,Ag ,18.010928961748633,37.976134615703266,1.462816623140116e-12,Highly Significant,True,Success,0.3538994800693241,1021.0,2885
Ag _sag64m_LD_L,sag64m,LD_L,unknown,Ag ,16.011103400416378,1.257581412194882,1.0,Marginally Significant,True,Success,0.10537261698440208,304.0,2885
Ag _sag68m_LD_L,sag68m,LD_L,unknown,Ag ,28.8039950062422,16.187810778379312,0.002766820299172159,Very Significant,True,Success,0.1389948006932409,401.0,2885
Ag _sag70m_LD_L,sag70m,LD_L,unknown,Ag ,20.010407632263657,3.3320254071644695,1.0,Marginally Significant,True,Success,0.12305025996533796,355.0,2885
Ag _sag79m_LD_L,sag79m,LD_L,unknown,Ag ,16.56281407035176,37.75000401299264,1.8285225071040204e-12,Highly Significant,True,Success,0.20034662045060658,578.0,2885
Ag _sag87m_LD_L,sag87m,LD_L,unknown,Ag ,26.188422247446088,87.09752094030657,1.02869620653524e-33,Highly Significant,True,Success,0.36672443674176775,1058.0,2885
Ag _sag92m_LD_L,sag92m,LD_L,unknown,Ag ,16.374733853797018,60.46837674044198,3.147313769896173e-22,Highly Significant,True,Success,0.15875216637781628,458.0,2885
Ag _sag93m_LD_L,sag93m,LD_L,unknown,Ag ,19.736526946107784,4.135081610155059,1.0,Marginally Significant,True,Success,0.06239168110918544,180.0,2885
Ag _sag97m_LD_L,sag97m,LD_L,unknown,Ag ,16.011103400416378,3.847345771440824,1.0,Marginally Significant,True,Success,0.1268630849220104,366.0,2885
Ag _sag98m_LD_L,sag98m,LD_L,unknown,Ag ,17.788743253662297,13.448363804686247,0.03833459578927189,Significant,True,Success,0.2533795493934142,731.0,2885
Ag _sag45f_LD_L,sag45f,LD_L,unknown,Ag ,24.414814814814815,147.535920101808,7.562552718877025e-60,Highly Significant,True,Success,0.6166377816291161,1779.0,2885
Ag _sag59f_LD_L,sag59f,LD_L,unknown,Ag ,32.0,203.68555889810793,3.6578057532479114e-84,Highly Significant,True,Success,0.36221837088388215,1045.0,2885
Ag _sag76f_LD_L,sag76f,LD_L,unknown,Ag ,32.0,7.078742945349535,0.9999999355508463,Marginally Significant,True,Success,0.14592720970537262,421.0,2885
Ag _sag90f_LD_L,sag90f,LD_L,unknown,Ag ,17.153903345724906,20.258616748014106,5.288733506248534e-05,Highly Significant,True,Success,0.12998266897746968,375.0,2885
Ag _sag40m_LL,sag40m,LL,unknown,Ag ,,,,Not Rhythmic,False,Insufficient data,0.0,0.0,21783
Ag _sag48m_LL,sag48m,LL,unknown,Ag ,17.873326837273705,10.601443457085908,0.989053060089082,Marginally Significant,True,Success,0.10779047881375385,2348.0,21783
Ag _sag49m_LL,sag49m,LL,unknown,Ag ,21.05176683781335,4.314938559034249,1.0,Marginally Significant,True,Success,0.10338337235458844,2252.0,21783
Ag _sag58m_LL,sag58m,LL,unknown,Ag ,26.34852952294549,92.33334592139789,4.2550965109955617e-35,Highly Significant,True,Success,0.38121470871780744,8304.0,21783
Ag _sag61m_LL,sag61m,LL,unknown,Ag ,22.72064671751744,37.65381052147721,1.5175938248262664e-11,Highly Significant,True,Success,0.14369003351237203,3130.0,21783
Ag _sag63m_LL,sag63m,LL,unknown,Ag ,25.545114710840725,22.219670287124178,5.882601578412542e-05,Highly Significant,True,Success,0.18482302713124915,4026.0,21783
Ag _sag64m_LL,sag64m,LL,unknown,Ag ,18.702012342366515,5.216917785976194,1.0,Marginally Significant,True,Success,0.09723178625533672,2118.0,21783
Ag _sag68m_LL,sag68m,LL,unknown,Ag ,18.60616090972185,50.45375609617686,4.8501138296067696e-17,Highly Significant,True,Success,0.16512877014185373,3597.0,21783
Ag _sag70m_LL,sag70m,LL,unknown,Ag ,25.90974648725002,5.761720783566586,1.0,Marginally Significant,True,Success,0.09645136115319286,2101.0,21783
Ag _sag79m_LL,sag79m,LL,unknown,Ag ,17.41602118834641,96.60551114917044,6.072300804645644e-37,Highly Significant,True,Success,0.34889592801726116,7600.0,21783
Ag _sag87m_LL,sag87m,LL,unknown,Ag ,26.606000458050232,216.80124678013232,5.7350633174025176e-89,Highly Significant,True,Success,0.423311756874627,9221.0,21783
Ag _sag92m_LL,sag92m,LL,unknown,Ag ,27.00178197877121,1.4855527102342585,1.0,Marginally Significant,True,Success,0.02703943442133774,589.0,21783
Ag _sag93m_LL,sag93m,LL,unknown,Ag ,19.33277860986298,11.923300694978266,0.7210271738745144,Marginally Significant,True,Success,0.08029197080291971,1749.0,21783
Ag _sag97m_LL,sag97m,LL,unknown,Ag ,24.23756867654218,2.1026128878457127,1.0,Marginally Significant,True,Success,0.07813432493228664,1702.0,21783
Ag _sag98m_LL,sag98m,LL,unknown,Ag ,27.618036294476582,2.4554251119700745,1.0,Marginally Significant,True,Success,0.10466877840517835,2280.0,21783
