Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
StA_sga5_LD,SgA5,LD,4032024,StA,23.71989973,232.1438674,5.42E-96,Highly Significant,TRUE,Success,0.246945899,2264,9168
StA_sga7_LD,SgA7,LD,4032024,StA,25.4307759,6.031428849,1,Marginally Significant,TRUE,Success,0.03763089,345,9168
StA_sga9_LD,SgA9,LD,4032024,StA,30.30726315,45.96037494,1.74E-15,Highly Significant,TRUE,Success,0.16328534,1497,9168
StA_sga10_LD,SgA10,LD,4032024,StA,24.87863625,14.38401934,0.049139123,Significant,TRUE,Success,0.094568063,867,9168
StA_sga11_LD,SgA11,LD,4032024,StA,23.59777974,206.3325765,8.29E-85,Highly Significant,TRUE,Success,0.28763089,2637,9168
StA_sga12_LD,SgA12,LD,4032024,StA,23.84329025,352.6810604,3.00E-148,Highly Significant,TRUE,Success,0.375327225,3441,9168
StA_sga13_LD,SgA13,LD,4032024,StA,24.22128643,48.76867134,1.08E-16,Highly Significant,TRUE,Success,0.210514834,1930,9168
StA_sga14_LD,SgA14,LD,4032024,StA,16.89866928,16.5491898,0.006181637,Very Significant,TRUE,Success,0.115074171,1055,9168
StA_sga15_LD,SgA15,LD,4032024,StA,25.29045607,5.847213013,1,Marginally Significant,TRUE,Success,0.059227749,543,9168
StA_sga16_LD,SgA16,LD,4032024,StA,23.84329025,15.26704973,0.021237918,Significant,TRUE,Success,0.131108202,1202,9168
StA_sga17_LD,SgA17,LD,4032024,StA,23.71989973,340.9458018,3.68E-143,Highly Significant,TRUE,Success,0.297993019,2732,9168
StA_sga18_LD,SgA18,LD,4032024,StA,23.96797124,89.63679938,2.62E-34,Highly Significant,TRUE,Success,0.195244328,1790,9168
StA_sga19_LD,SgA19,LD,4032024,StA,24.61146069,116.9078256,4.28E-46,Highly Significant,TRUE,Success,0.208987784,1916,9168
StA_sga21_LD,SgA21,LD,4032024,StA,25.01441119,11.57426823,0.527901295,Marginally Significant,TRUE,Success,0.074716405,685,9168
StA_sga22_LD,SgA22,LD,4032024,StA,20.62462209,237.3679389,2.95E-98,Highly Significant,TRUE,Success,0.315663176,2894,9168
StA_sga25_LD,SgA25,LD,4032024,StA,16.65307976,19.04145865,0.000550063,Highly Significant,TRUE,Success,0.160340314,1470,9168
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,20.27136564,12.54823855,0.129686404,Marginally Significant,TRUE,Success,0.165469293,714,4315
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,16.04836085,69.84940374,4.26E-26,Highly Significant,TRUE,Success,0.397219003,1714,4315
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.009269988,40,4315
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,29.79024601,58.51027666,3.28E-21,Highly Significant,TRUE,Success,0.20764774,896,4315
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,16.04836085,3.413336052,1,Marginally Significant,TRUE,Success,0.103128621,445,4315
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,19.18932444,43.95755867,5.94E-15,Highly Significant,TRUE,Success,0.480417149,2073,4315
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,26.17519909,75.08875757,2.35E-28,Highly Significant,TRUE,Success,0.554113557,2391,4315
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,32,130.9848798,1.64E-52,Highly Significant,TRUE,Success,0.278099652,1200,4315
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,28.23067485,10.29368259,0.698524987,Marginally Significant,TRUE,Success,0.099420626,429,4315
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,16.04836085,0.555870401,1,Marginally Significant,TRUE,Success,0.041019699,177,4315
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,32,39.255683,6.19E-13,Highly Significant,TRUE,Success,0.152723059,659,4315
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,16.04836085,86.16532066,3.89E-33,Highly Significant,TRUE,Success,0.47161066,2035,4315
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,26.17519909,105.2684734,2.17E-41,Highly Significant,TRUE,Success,0.35202781,1519,4315
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,19.02011573,173.8941006,4.38E-71,Highly Significant,TRUE,Success,0.336732329,1453,4315
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,23.85896993,4.315396755,1,Marginally Significant,TRUE,Success,0.08783314,379,4315
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,16.04836085,149.4485787,1.68E-60,Highly Significant,TRUE,Success,0.333256083,1438,4315
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,27.8659669,42.889285,1.71E-14,Highly Significant,TRUE,Success,0.237775203,1026,4315
StA_sga3_LD_D,SgA3,LD_D,4032024,StA,24.68440793,2.482530162,1,Marginally Significant,TRUE,Success,0.057638889,249,4320
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,20.27997065,2.75714739,1,Marginally Significant,TRUE,Success,0.063888889,276,4320
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,19.02905136,24.57334936,1.17E-06,Highly Significant,TRUE,Success,0.143518519,620,4320
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.004861111,21,4320
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,19.54575025,1.299400906,1,Marginally Significant,TRUE,Success,0.09537037,412,4320
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,19.02905136,1.86632113,1,Marginally Significant,TRUE,Success,0.037268519,161,4320
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,18.22603191,33.8448828,1.29E-10,Highly Significant,TRUE,Success,0.171527778,741,4320
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,16.05762751,65.79027443,2.40E-24,Highly Significant,TRUE,Success,0.250462963,1082,4320
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,24.96982836,25.70047129,3.86E-07,Highly Significant,TRUE,Success,0.129398148,559,4320
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,32,36.28478777,1.16E-11,Highly Significant,TRUE,Success,0.130324074,563,4320
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,16.05762751,0.670755668,1,Marginally Significant,TRUE,Success,0.022685185,98,4320
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,24.96982836,32.95717815,3.09E-10,Highly Significant,TRUE,Success,0.108101852,467,4320
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,17.92348593,46.0207738,7.73E-16,Highly Significant,TRUE,Success,0.148148148,640,4320
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,24.96982836,26.96649305,1.12E-07,Highly Significant,TRUE,Success,0.158796296,686,4320
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,26.50201342,1.445239603,1,Marginally Significant,TRUE,Success,0.084953704,367,4320
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,32,0.974561347,1,Marginally Significant,TRUE,Success,0.025462963,110,4320
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,21.2791378,29.05262843,1.44E-08,Highly Significant,TRUE,Success,0.200925926,868,4320
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,22.85563089,21.17356533,3.24E-05,Highly Significant,TRUE,Success,0.133101852,575,4320
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,29.59835825,2.9986602,1,Marginally Significant,TRUE,Success,0.067490494,213,3156
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,30.16432626,77.95139836,9.98E-30,Highly Significant,TRUE,Success,0.154309252,487,3156
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,3156
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,21.52206353,0.591657387,1,Marginally Significant,TRUE,Success,0.044043093,139,3156
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,23.79448503,0.744343086,1,Marginally Significant,TRUE,Success,0.032636248,103,3156
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,30.16432626,38.03293021,1.51E-12,Highly Significant,TRUE,Success,0.232572877,734,3156
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,30.75236065,167.394586,2.09E-68,Highly Significant,TRUE,Success,0.300697085,949,3156
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,27.0597695,33.03653794,2.09E-10,Highly Significant,TRUE,Success,0.128326996,405,3156
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,30.75236065,2.383803874,1,Marginally Significant,TRUE,Success,0.038656527,122,3156
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,16.048323,0.792834557,1,Marginally Significant,TRUE,Success,0.017427123,55,3156
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,29.05323741,52.42693061,9.96E-19,Highly Significant,TRUE,Success,0.129277567,408,3156
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,16.048323,29.5933687,6.17E-09,Highly Significant,TRUE,Success,0.160963245,508,3156
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,18.07052085,34.8747185,3.41E-11,Highly Significant,TRUE,Success,0.213878327,675,3156
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,16.72908036,0.410059458,1,Marginally Significant,TRUE,Success,0.033903676,107,3156
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,16.048323,1.095325943,1,Marginally Significant,TRUE,Success,0.02661597,84,3156
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,16.90839055,9.789275009,0.757424403,Marginally Significant,TRUE,Success,0.057984791,183,3156
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,17.86586445,16.09054509,0.003324875,Very Significant,TRUE,Success,0.095690748,302,3156
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga3_LD_D,SgA3,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_D,SgA4,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.432269198,501,1159
StA_sga5_LD_D,SgA5,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.058671268,1227,1159
StA_sga7_LD_D,SgA7,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.034512511,40,1159
StA_sga9_LD_D,SgA9,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.653149267,757,1159
StA_sga10_LD_D,SgA10,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.295081967,342,1159
StA_sga11_LD_D,SgA11,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.155306299,1339,1159
StA_sga12_LD_D,SgA12,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.244176014,1442,1159
StA_sga13_LD_D,SgA13,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.685936152,795,1159
StA_sga14_LD_D,SgA14,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.26488352,307,1159
StA_sga15_LD_D,SgA15,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.105263158,122,1159
StA_sga16_LD_D,SgA16,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.216566005,251,1159
StA_sga17_LD_D,SgA17,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.317515099,1527,1159
StA_sga18_LD_D,SgA18,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.728213978,844,1159
StA_sga19_LD_D,SgA19,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.161345988,1346,1159
StA_sga21_LD_D,SgA21,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.254529767,295,1159
StA_sga22_LD_D,SgA22,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,1.082830026,1255,1159
StA_sga25_LD_D,SgA25,LD_D,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.624676445,724,1159
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,29.65317036,2.478643784,1,Marginally Significant,TRUE,Success,0.061405316,298,4853
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,24.30557295,11.24955124,0.418426831,Marginally Significant,TRUE,Success,0.11333196,550,4853
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,16.6378054,2.074955366,1,Marginally Significant,TRUE,Success,0.062847723,305,4853
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,27.0118302,9.539722894,0.936658024,Marginally Significant,TRUE,Success,0.123840923,601,4853
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.086956522,422,4853
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,32,16.36333571,0.003923187,Very Significant,TRUE,Success,0.116216773,564,4853
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,26.42341729,39.48469905,5.55E-13,Highly Significant,TRUE,Success,0.216361014,1050,4853
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,29.65317036,26.81554062,1.45E-07,Highly Significant,TRUE,Success,0.150422419,730,4853
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,28.27093955,36.00646534,1.72E-11,Highly Significant,TRUE,Success,0.128992376,626,4853
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,17.99536393,10.82023405,0.558073102,Marginally Significant,TRUE,Success,0.075417268,366,4853
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Invalid period,0.111889553,543,4853
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,16.75269745,35.82204468,2.06E-11,Highly Significant,TRUE,Success,0.143622502,697,4853
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,32,4.848918169,1,Marginally Significant,TRUE,Success,0.055841747,271,4853
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,32,6.091366219,1,Marginally Significant,TRUE,Success,0.095404904,463,4853
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,16.1935753,5.130217368,1,Marginally Significant,TRUE,Success,0.063053781,306,4853
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,26.13872054,40.95959485,1.29E-13,Highly Significant,TRUE,Success,0.300020606,1456,4853
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,17.99536393,8.753376735,0.996979818,Marginally Significant,TRUE,Success,0.0914898,444,4853
StA_sga3_LD_L,SgA3,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.054123711,63,1164
StA_sga5_LD_L,SgA5,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.114261168,133,1164
StA_sga7_LD_L,SgA7,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.018041237,21,1164
StA_sga9_LD_L,SgA9,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.234536082,273,1164
StA_sga10_LD_L,SgA10,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.049828179,58,1164
StA_sga11_LD_L,SgA11,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.006013746,7,1164
StA_sga12_LD_L,SgA12,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.114261168,133,1164
StA_sga13_LD_L,SgA13,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.132302405,154,1164
StA_sga14_LD_L,SgA14,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.378865979,441,1164
StA_sga15_LD_L,SgA15,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.036941581,43,1164
StA_sga16_LD_L,SgA16,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.050687285,59,1164
StA_sga17_LD_L,SgA17,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.113402062,132,1164
StA_sga18_LD_L,SgA18,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.009450172,11,1164
StA_sga19_LD_L,SgA19,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.223367698,260,1164
StA_sga21_LD_L,SgA21,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.02233677,26,1164
StA_sga22_LD_L,SgA22,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.588487973,685,1164
StA_sga25_LD_L,SgA25,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Baseline too short,0.234536082,273,1164
StA_sga4_LD_L,SgA4,LD_L,4032024,StA,,,,Not Rhythmic,FALSE,Insufficient data,0,0,0
