Comprehensive_Index,Spider_ID,Condition,Date,File_Prefix,Period_hours,Period_Amplitude,Period_p_value,Period_Quality,Period_Analysis_Success,Period_Analysis_Notes,Mean_Activity,Total_Crossings,Valid_Minutes
Ag _Ag24m_DD,Ag24M,DD,unknown,Ag ,23.77688551,193.3730011,2.55E-79,Highly Significant,TRUE,Success,0.574036215,3931,6848
Ag _Ag26m_DD,Ag26M,DD,unknown,Ag ,17.03366244,36.04569492,2.33E-11,Highly Significant,TRUE,Success,0.38317757,2624,6848
Ag _Ag28m_DD,Ag28M,DD,unknown,Ag ,16.38160748,174.1827029,5.22E-71,Highly Significant,TRUE,Success,0.843311916,5775,6848
Ag _Ag29m_DD,Ag29M,DD,unknown,Ag ,22.23277524,144.2474072,4.76E-58,Highly Significant,TRUE,Success,0.36010514,2466,6848
Ag _slight_DD,slight,DD,unknown,Ag ,,,,Not Rhythmic,FALSE,Invalid period,0.000146028,1,6848
Ag _Ag8f_LD,Ag8F,LD,unknown,Ag ,23.72689109,139.8721858,5.09E-56,Highly Significant,TRUE,Success,0.803567614,7523,9362
Ag _Ag17f_LD,Ag17F,LD,unknown,Ag ,23.96991278,125.4813862,8.57E-50,Highly Significant,TRUE,Success,0.323221534,3026,9362
Ag _Ag27f_LD,Ag27F,LD,unknown,Ag ,24.99390905,50.29550218,2.44E-17,Highly Significant,TRUE,Success,0.3251442,3044,9362
Ag _Ag33f_LD,Ag33F,LD,unknown,Ag ,24.34392523,217.4089088,1.34E-89,Highly Significant,TRUE,Success,0.444669942,4163,9362
Ag _Ag46f_LD,Ag46F,LD,unknown,Ag ,23.72689109,33.54845669,3.74E-10,Highly Significant,TRUE,Success,0.216727195,2029,9362
Ag _Ag60f_LD,Ag60F,LD,unknown,Ag ,24.09330009,63.51493595,4.97E-23,Highly Significant,TRUE,Success,0.200491348,1877,9362
Ag _Ag62f_LD,Ag62F,LD,unknown,Ag ,23.84778282,66.344629,3.00E-24,Highly Significant,TRUE,Success,0.223670156,2094,9362
Ag _Ag69f_LD,Ag69F,LD,unknown,Ag ,23.37145978,98.481143,4.04E-38,Highly Significant,TRUE,Success,0.254753258,2385,9362
Ag _Ag72f_LD,Ag72F,LD,unknown,Ag ,20.59484359,27.32038599,1.71E-07,Highly Significant,TRUE,Success,0.25368511,2375,9362
Ag _Ag77f_LD,Ag77F,LD,unknown,Ag ,17.19093257,34.79086419,1.10E-10,Highly Significant,TRUE,Success,0.198141423,1855,9362
Ag _Ag75f_LD,Ag75F,LD,unknown,Ag ,24.34392523,104.222356,1.33E-40,Highly Significant,TRUE,Success,0.340952788,3192,9362
Ag _Ag1m_LD,Ag1M,LD,unknown,Ag ,27.01343674,56.42648725,5.62E-20,Highly Significant,TRUE,Success,0.349604785,3273,9362
Ag _Ag3m_LD,Ag3M,LD,unknown,Ag ,24.34392523,242.322475,2.15E-100,Highly Significant,TRUE,Success,0.35729545,3345,9362
Ag _Ag5m_LD,Ag5M,LD,unknown,Ag ,24.21796427,113.3905766,1.45E-44,Highly Significant,TRUE,Success,0.449797052,4211,9362
Ag _Ag6m_LD,Ag6M,LD,unknown,Ag ,24.59981933,408.107832,2.79E-172,Highly Significant,TRUE,Success,0.589083529,5515,9362
Ag _Ag7m_LD,Ag7M,LD,unknown,Ag ,24.34392523,107.9372043,3.31E-42,Highly Significant,TRUE,Success,0.362102115,3390,9362
Ag _Ag10m_LD,Ag10M,LD,unknown,Ag ,24.09330009,257.6858407,4.71E-107,Highly Significant,TRUE,Success,0.38431959,3598,9362
Ag _Ag13m_LD,Ag13M,LD,unknown,Ag ,24.34392523,52.2074253,3.67E-18,Highly Significant,TRUE,Success,0.311471908,2916,9362
Ag _Ag24m_LD,Ag24M,LD,unknown,Ag ,24.99390905,31.10942054,4.12E-09,Highly Significant,TRUE,Success,0.270027772,2528,9362
Ag _Ag26m_LD,Ag26M,LD,unknown,Ag ,24.8611503,350.5064832,2.68E-147,Highly Significant,TRUE,Success,0.503097629,4710,9362
Ag _Ag28m_LD,Ag28M,LD,unknown,Ag ,24.8611503,421.7990971,3.21E-178,Highly Significant,TRUE,Success,0.584383679,5471,9362
Ag _Ag29m_LD,Ag29M,LD,unknown,Ag ,23.96991278,154.3813727,2.67E-62,Highly Significant,TRUE,Success,0.299401837,2803,9362
Ag _slight_LD,slight,LD,unknown,Ag ,24.09330009,943.176124,0,Highly Significant,TRUE,Success,0.539094211,5047,9362
Ag _Ag8f_LD_D,Ag8F,LD_D,unknown,Ag ,19.71550985,82.88730266,1.01E-31,Highly Significant,TRUE,Success,0.714020857,3081,4315
Ag _Ag17f_LD_D,Ag17F,LD_D,unknown,Ag ,16.66843758,19.73723995,0.000131488,Highly Significant,TRUE,Success,0.524449594,2263,4315
Ag _Ag27f_LD_D,Ag27F,LD_D,unknown,Ag ,28.60505595,29.86636324,6.45E-09,Highly Significant,TRUE,Success,0.485747393,2096,4315
Ag _Ag33f_LD_D,Ag33F,LD_D,unknown,Ag ,29.3844189,34.35718031,7.76E-11,Highly Significant,TRUE,Success,0.699188876,3017,4315
Ag _Ag46f_LD_D,Ag46F,LD_D,unknown,Ag ,26.82627283,1.903494657,1,Marginally Significant,TRUE,Success,0.300115875,1295,4315
Ag _Ag60f_LD_D,Ag60F,LD_D,unknown,Ag ,22.84806356,4.944097245,1,Marginally Significant,TRUE,Success,0.308227115,1330,4315
Ag _Ag62f_LD_D,Ag62F,LD_D,unknown,Ag ,19.89737677,8.307854119,0.999609324,Marginally Significant,TRUE,Success,0.350869061,1514,4315
Ag _Ag69f_LD_D,Ag69F,LD_D,unknown,Ag ,16.04836085,9.682656557,0.882639231,Marginally Significant,TRUE,Success,0.280417149,1210,4315
Ag _Ag72f_LD_D,Ag72F,LD_D,unknown,Ag ,16.04836085,13.44685172,0.056860831,Marginally Significant,TRUE,Success,0.283893395,1225,4315
Ag _Ag77f_LD_D,Ag77F,LD_D,unknown,Ag ,31.07789284,18.70251855,0.000360177,Highly Significant,TRUE,Success,0.22410197,967,4315
Ag _Ag75f_LD_D,Ag75F,LD_D,unknown,Ag ,32,21.74689251,1.85E-05,Highly Significant,TRUE,Success,0.518192352,2236,4315
Ag _Ag1m_LD_D,Ag1M,LD_D,unknown,Ag ,32,5.182310646,1,Marginally Significant,TRUE,Success,0.325376593,1404,4315
Ag _Ag3m_LD_D,Ag3M,LD_D,unknown,Ag ,16.04836085,18.04137013,0.000685115,Highly Significant,TRUE,Success,0.586326767,2530,4315
Ag _Ag5m_LD_D,Ag5M,LD_D,unknown,Ag ,28.23067485,71.0620123,1.28E-26,Highly Significant,TRUE,Success,0.630127462,2719,4315
Ag _Ag6m_LD_D,Ag6M,LD_D,unknown,Ag ,16.04836085,152.6604761,6.84E-62,Highly Significant,TRUE,Success,0.91170336,3934,4315
Ag _Ag7m_LD_D,Ag7M,LD_D,unknown,Ag ,16.16865777,85.21108626,1.00E-32,Highly Significant,TRUE,Success,0.532560834,2298,4315
Ag _Ag10m_LD_D,Ag10M,LD_D,unknown,Ag ,22.60858172,85.89239216,5.10E-33,Highly Significant,TRUE,Success,0.641483198,2768,4315
Ag _Ag13m_LD_D,Ag13M,LD_D,unknown,Ag ,27.51056198,74.64684492,3.64E-28,Highly Significant,TRUE,Success,0.441251448,1904,4315
Ag _Ag24m_LD_D,Ag24M,LD_D,unknown,Ag ,32,17.39630845,0.00128196,Very Significant,TRUE,Success,0.381228273,1645,4315
Ag _Ag26m_LD_D,Ag26M,LD_D,unknown,Ag ,18.06438105,49.69257758,2.04E-17,Highly Significant,TRUE,Success,0.656546929,2833,4315
Ag _Ag28m_LD_D,Ag28M,LD_D,unknown,Ag ,16.79824775,234.8685843,1.68E-97,Highly Significant,TRUE,Success,0.995133256,4294,4315
Ag _Ag29m_LD_D,Ag29M,LD_D,unknown,Ag ,18.3721054,19.33064792,0.000195403,Highly Significant,TRUE,Success,0.507763615,2191,4315
Ag _Ag8f_LD_L,Ag8F,LD_L,unknown,Ag ,32,148.9970358,3.08E-60,Highly Significant,TRUE,Success,0.880126808,4442,5047
Ag _Ag17f_LD_L,Ag17F,LD_L,unknown,Ag ,32,6.970178296,1,Marginally Significant,TRUE,Success,0.151178918,763,5047
Ag _Ag27f_LD_L,Ag27F,LD_L,unknown,Ag ,25.26948357,8.718372066,0.998043897,Marginally Significant,TRUE,Success,0.187834357,948,5047
Ag _Ag33f_LD_L,Ag33F,LD_L,unknown,Ag ,,,,Not Rhythmic,FALSE,Invalid period,0.227065584,1146,5047
Ag _Ag46f_LD_L,Ag46F,LD_L,unknown,Ag ,22.5582565,2.788998673,1,Marginally Significant,TRUE,Success,0.14543293,734,5047
Ag _Ag60f_LD_L,Ag60F,LD_L,unknown,Ag ,27.77296182,1.039475454,1,Marginally Significant,TRUE,Success,0.108381217,547,5047
Ag _Ag62f_LD_L,Ag62F,LD_L,unknown,Ag ,18.04156425,3.529781509,1,Marginally Significant,TRUE,Success,0.114919754,580,5047
Ag _Ag69f_LD_L,Ag69F,LD_L,unknown,Ag ,,,,Not Rhythmic,FALSE,Invalid period,0.232811571,1175,5047
Ag _Ag72f_LD_L,Ag72F,LD_L,unknown,Ag ,18.71054461,29.8083572,7.99E-09,Highly Significant,TRUE,Success,0.227858134,1150,5047
Ag _Ag77f_LD_L,Ag77F,LD_L,unknown,Ag ,19.13628822,34.88087217,5.42E-11,Highly Significant,TRUE,Success,0.175946107,888,5047
Ag _Ag75f_LD_L,Ag75F,LD_L,unknown,Ag ,20.70684791,5.026748987,1,Marginally Significant,TRUE,Success,0.189419457,956,5047
Ag _Ag1m_LD_L,Ag1M,LD_L,unknown,Ag ,28.39817095,100.5784898,2.70E-39,Highly Significant,TRUE,Success,0.370319001,1869,5047
Ag _Ag3m_LD_L,Ag3M,LD_L,unknown,Ag ,20.53828542,13.59871199,0.057438651,Marginally Significant,TRUE,Success,0.161482069,815,5047
Ag _Ag5m_LD_L,Ag5M,LD_L,unknown,Ag ,29.39060794,24.62475742,1.30E-06,Highly Significant,TRUE,Success,0.295621161,1492,5047
Ag _Ag6m_LD_L,Ag6M,LD_L,unknown,Ag ,32,17.04157004,0.002115033,Very Significant,TRUE,Success,0.313255399,1581,5047
Ag _Ag7m_LD_L,Ag7M,LD_L,unknown,Ag ,25.01890301,12.40588394,0.169931761,Marginally Significant,TRUE,Success,0.216366158,1092,5047
Ag _Ag10m_LD_L,Ag10M,LD_L,unknown,Ag ,26.88511489,1.614509393,1,Marginally Significant,TRUE,Success,0.164454131,830,5047
Ag _Ag13m_LD_L,Ag13M,LD_L,unknown,Ag ,24.77324333,4.852743618,1,Marginally Significant,TRUE,Success,0.200515158,1012,5047
Ag _Ag24m_LD_L,Ag24M,LD_L,unknown,Ag ,16.18929216,9.427465288,0.95888715,Marginally Significant,TRUE,Success,0.174955419,883,5047
Ag _Ag26m_LD_L,Ag26M,LD_L,unknown,Ag ,27.47056822,60.93714118,3.46E-22,Highly Significant,TRUE,Success,0.371904101,1877,5047
Ag _Ag28m_LD_L,Ag28M,LD_L,unknown,Ag ,,,,Not Rhythmic,FALSE,Invalid period,0.233207846,1177,5047
Ag _Ag29m_LD_L,Ag29M,LD_L,unknown,Ag ,,,,Not Rhythmic,FALSE,Invalid period,0.121260155,612,5047
Ag _Ag40m_LD,Ag40M,LD,unknown,Ag ,32,22.97855837,8.33E-06,Highly Significant,TRUE,Success,0.120061728,778,6480
Ag _Ag48m_LD,Ag48M,LD,unknown,Ag ,18.59277195,133.4337065,2.15E-53,Highly Significant,TRUE,Success,0.335493827,2174,6480
Ag _Ag49m_LD,Ag49M,LD,unknown,Ag ,23.43483667,56.26639282,4.56E-20,Highly Significant,TRUE,Success,0.297067901,1925,6480
Ag _Ag58m_LD,Ag58M,LD,unknown,Ag ,23.95470826,556.8462249,5.72E-237,Highly Significant,TRUE,Success,0.748765432,4852,6480
Ag _Ag61m_LD,Ag61M,LD,unknown,Ag ,21.85390534,10.99660382,0.602058461,Marginally Significant,TRUE,Success,0.225154321,1459,6480
Ag _Ag63m_LD,Ag63M,LD,unknown,Ag ,32,107.0707483,5.42E-42,Highly Significant,TRUE,Success,0.403240741,2613,6480
Ag _Ag64m_LD,Ag64M,LD,unknown,Ag ,22.61677757,4.027545479,1,Marginally Significant,TRUE,Success,0.13904321,901,6480
Ag _Ag68m_LD,Ag68M,LD,unknown,Ag ,25.06686011,25.92158673,4.66E-07,Highly Significant,TRUE,Success,0.236728395,1534,6480
Ag _Ag70m_LD,Ag70M,LD,unknown,Ag ,26.94320988,9.912670064,0.9247045,Marginally Significant,TRUE,Success,0.197376543,1279,6480
Ag _Ag79m_LD,Ag79M,LD,unknown,Ag ,22.7757882,91.74482752,2.27E-35,Highly Significant,TRUE,Success,0.264351852,1713,6480
Ag _Ag87m_LD,Ag87M,LD,unknown,Ag ,28.86370597,98.0613081,4.24E-38,Highly Significant,TRUE,Success,0.403240741,2613,6480
Ag _Ag92m_LD,Ag92M,LD,unknown,Ag ,27.87041269,55.81191664,7.15E-20,Highly Significant,TRUE,Success,0.227469136,1474,6480
Ag _Ag93m_LD,Ag93M,LD,unknown,Ag ,23.95470826,41.64774352,8.75E-14,Highly Significant,TRUE,Success,0.145524691,943,6480
Ag _Ag97m_LD,Ag97M,LD,unknown,Ag ,16.01854284,6.791649099,1,Marginally Significant,TRUE,Success,0.17962963,1164,6480
Ag _Ag98m_LD,Ag98M,LD,unknown,Ag ,31.38005146,11.75901055,0.358886004,Marginally Significant,TRUE,Success,0.203549383,1319,6480
Ag _Ag45f_LD,Ag45F,LD,unknown,Ag ,23.26652452,98.48228369,2.79E-38,Highly Significant,TRUE,Success,0.452160494,2930,6480
Ag _Ag59f_LD,Ag59F,LD,unknown,Ag ,16.85182476,249.0448225,1.82E-103,Highly Significant,TRUE,Success,0.434876543,2818,6480
Ag _Ag76f_LD,Ag76F,LD,unknown,Ag ,23.26652452,35.75401052,2.94E-11,Highly Significant,TRUE,Success,0.329166667,2133,6480
Ag _Ag90f_LD,Ag90F,LD,unknown,Ag ,23.77887372,113.1764901,1.24E-44,Highly Significant,TRUE,Success,0.197376543,1279,6480
Ag _slight_LD,slight,LD,unknown,Ag ,24.13316261,649.4013052,3.93E-277,Highly Significant,TRUE,Success,0.445216049,2885,6480
Ag _Ag40m_LD_D,Ag40M,LD_D,unknown,Ag ,32,12.60647165,0.103661105,Marginally Significant,TRUE,Success,0.06147427,221,3595
Ag _Ag48m_LD_D,Ag48M,LD_D,unknown,Ag ,16.02229033,19.3773766,0.000155565,Highly Significant,TRUE,Success,0.225591099,811,3595
Ag _Ag49m_LD_D,Ag49M,LD_D,unknown,Ag ,16.76990376,71.36429788,7.90E-27,Highly Significant,TRUE,Success,0.376912378,1355,3595
Ag _Ag58m_LD_D,Ag58M,LD_D,unknown,Ag ,24.5638616,799.3126008,0,Highly Significant,TRUE,Success,0.800834492,2879,3595
Ag _Ag61m_LD_D,Ag61M,LD_D,unknown,Ag ,22.99240304,11.75599106,0.219151981,Marginally Significant,TRUE,Success,0.189429764,681,3595
Ag _Ag63m_LD_D,Ag63M,LD_D,unknown,Ag ,29.87220779,146.8905811,1.79E-59,Highly Significant,TRUE,Success,0.442837274,1592,3595
Ag _Ag64m_LD_D,Ag64M,LD_D,unknown,Ag ,21.10238532,2.869680066,1,Marginally Significant,TRUE,Success,0.166063978,597,3595
Ag _Ag68m_LD_D,Ag68M,LD_D,unknown,Ag ,24.23261694,25.41267455,4.26E-07,Highly Significant,TRUE,Success,0.315159944,1133,3595
Ag _Ag70m_LD_D,Ag70M,LD_D,unknown,Ag ,18.49597941,30.84640573,2.05E-09,Highly Significant,TRUE,Success,0.257023644,924,3595
Ag _Ag79m_LD_D,Ag79M,LD_D,unknown,Ag ,23.91018711,4.285650137,1,Marginally Significant,TRUE,Success,0.315716273,1135,3595
Ag _Ag87m_LD_D,Ag87M,LD_D,unknown,Ag ,22.41871345,102.5759887,2.64E-40,Highly Significant,TRUE,Success,0.432545202,1555,3595
Ag _Ag92m_LD_D,Ag92M,LD_D,unknown,Ag ,28.91101056,101.3353202,9.06E-40,Highly Significant,TRUE,Success,0.282614743,1016,3595
Ag _Ag93m_LD_D,Ag93M,LD_D,unknown,Ag ,32,6.139859369,1,Marginally Significant,TRUE,Success,0.212239221,763,3595
Ag _Ag97m_LD_D,Ag97M,LD_D,unknown,Ag ,18.88472906,16.6120516,0.002285484,Very Significant,TRUE,Success,0.221974965,798,3595
Ag _Ag98m_LD_D,Ag98M,LD_D,unknown,Ag ,17.94196568,4.35551775,1,Marginally Significant,TRUE,Success,0.163560501,588,3595
Ag _Ag45f_LD_D,Ag45F,LD_D,unknown,Ag ,30.37717908,44.37777639,3.27E-15,Highly Significant,TRUE,Success,0.320166898,1151,3595
Ag _Ag59f_LD_D,Ag59F,LD_D,unknown,Ag ,16.02229033,167.9213239,1.41E-68,Highly Significant,TRUE,Success,0.493184979,1773,3595
Ag _Ag76f_LD_D,Ag76F,LD_D,unknown,Ag ,32,27.56340763,5.17E-08,Highly Significant,TRUE,Success,0.476216968,1712,3595
Ag _Ag90f_LD_D,Ag90F,LD_D,unknown,Ag ,17.4201757,93.89338628,1.49E-36,Highly Significant,TRUE,Success,0.251460362,904,3595
Ag _Ag40m_LD_L,Ag40M,LD_L,unknown,Ag ,26.67283237,79.99934591,1.19E-30,Highly Significant,TRUE,Success,0.193067591,557,2885
Ag _Ag48m_LD_L,Ag48M,LD_L,unknown,Ag ,32,113.9855651,2.47E-45,Highly Significant,TRUE,Success,0.472443674,1363,2885
Ag _Ag49m_LD_L,Ag49M,LD_L,unknown,Ag ,32,12.29411685,0.111779855,Marginally Significant,TRUE,Success,0.197573657,570,2885
Ag _Ag58m_LD_L,Ag58M,LD_L,unknown,Ag ,19.21065779,273.2691887,2.55E-114,Highly Significant,TRUE,Success,0.683882149,1973,2885
Ag _Ag61m_LD_L,Ag61M,LD_L,unknown,Ag ,32,34.1875047,6.13E-11,Highly Significant,TRUE,Success,0.269670711,778,2885
Ag _Ag63m_LD_L,Ag63M,LD_L,unknown,Ag ,18.01092896,37.97613462,1.46E-12,Highly Significant,TRUE,Success,0.35389948,1021,2885
Ag _Ag64m_LD_L,Ag64M,LD_L,unknown,Ag ,16.0111034,1.257581412,1,Marginally Significant,TRUE,Success,0.105372617,304,2885
Ag _Ag68m_LD_L,Ag68M,LD_L,unknown,Ag ,28.80399501,16.18781078,0.00276682,Very Significant,TRUE,Success,0.138994801,401,2885
Ag _Ag70m_LD_L,Ag70M,LD_L,unknown,Ag ,20.01040763,3.332025407,1,Marginally Significant,TRUE,Success,0.12305026,355,2885
Ag _Ag79m_LD_L,Ag79M,LD_L,unknown,Ag ,16.56281407,37.75000401,1.83E-12,Highly Significant,TRUE,Success,0.20034662,578,2885
Ag _Ag87m_LD_L,Ag87M,LD_L,unknown,Ag ,26.18842225,87.09752094,1.03E-33,Highly Significant,TRUE,Success,0.366724437,1058,2885
Ag _Ag92m_LD_L,Ag92M,LD_L,unknown,Ag ,16.37473385,60.46837674,3.15E-22,Highly Significant,TRUE,Success,0.158752166,458,2885
Ag _Ag93m_LD_L,Ag93M,LD_L,unknown,Ag ,19.73652695,4.13508161,1,Marginally Significant,TRUE,Success,0.062391681,180,2885
Ag _Ag97m_LD_L,Ag97M,LD_L,unknown,Ag ,16.0111034,3.847345771,1,Marginally Significant,TRUE,Success,0.126863085,366,2885
Ag _Ag98m_LD_L,Ag98M,LD_L,unknown,Ag ,17.78874325,13.4483638,0.038334596,Significant,TRUE,Success,0.253379549,731,2885
Ag _Ag45f_LD_L,Ag45F,LD_L,unknown,Ag ,24.41481481,147.5359201,7.56E-60,Highly Significant,TRUE,Success,0.616637782,1779,2885
Ag _Ag59f_LD_L,Ag59F,LD_L,unknown,Ag ,32,203.6855589,3.66E-84,Highly Significant,TRUE,Success,0.362218371,1045,2885
Ag _Ag76f_LD_L,Ag76F,LD_L,unknown,Ag ,32,7.078742945,0.999999936,Marginally Significant,TRUE,Success,0.14592721,421,2885
Ag _Ag90f_LD_L,Ag90F,LD_L,unknown,Ag ,17.15390335,20.25861675,5.29E-05,Highly Significant,TRUE,Success,0.129982669,375,2885
Ag _Ag40m_LL,Ag40M,LL,unknown,Ag ,,,,Not Rhythmic,FALSE,Insufficient data,0,0,21783
Ag _Ag48m_LL,Ag48M,LL,unknown,Ag ,17.87332684,10.60144346,0.98905306,Marginally Significant,TRUE,Success,0.107790479,2348,21783
Ag _Ag49m_LL,Ag49M,LL,unknown,Ag ,21.05176684,4.314938559,1,Marginally Significant,TRUE,Success,0.103383372,2252,21783
Ag _Ag58m_LL,Ag58M,LL,unknown,Ag ,26.34852952,92.33334592,4.26E-35,Highly Significant,TRUE,Success,0.381214709,8304,21783
Ag _Ag61m_LL,Ag61M,LL,unknown,Ag ,22.72064672,37.65381052,1.52E-11,Highly Significant,TRUE,Success,0.143690034,3130,21783
Ag _Ag63m_LL,Ag63M,LL,unknown,Ag ,25.54511471,22.21967029,5.88E-05,Highly Significant,TRUE,Success,0.184823027,4026,21783
Ag _Ag64m_LL,Ag64M,LL,unknown,Ag ,18.70201234,5.216917786,1,Marginally Significant,TRUE,Success,0.097231786,2118,21783
Ag _Ag68m_LL,Ag68M,LL,unknown,Ag ,18.60616091,50.4537561,4.85E-17,Highly Significant,TRUE,Success,0.16512877,3597,21783
Ag _Ag70m_LL,Ag70M,LL,unknown,Ag ,25.90974649,5.761720784,1,Marginally Significant,TRUE,Success,0.096451361,2101,21783
Ag _Ag79m_LL,Ag79M,LL,unknown,Ag ,17.41602119,96.60551115,6.07E-37,Highly Significant,TRUE,Success,0.348895928,7600,21783
Ag _Ag87m_LL,Ag87M,LL,unknown,Ag ,26.60600046,216.8012468,5.74E-89,Highly Significant,TRUE,Success,0.423311757,9221,21783
Ag _Ag92m_LL,Ag92M,LL,unknown,Ag ,27.00178198,1.48555271,1,Marginally Significant,TRUE,Success,0.027039434,589,21783
Ag _Ag93m_LL,Ag93M,LL,unknown,Ag ,19.33277861,11.92330069,0.721027174,Marginally Significant,TRUE,Success,0.080291971,1749,21783
Ag _Ag97m_LL,Ag97M,LL,unknown,Ag ,24.23756868,2.102612888,1,Marginally Significant,TRUE,Success,0.078134325,1702,21783
Ag _Ag98m_LL,Ag98M,LL,unknown,Ag ,27.61803629,2.455425112,1,Marginally Significant,TRUE,Success,0.104668778,2280,21783
Ag _Ag45f_LL,Ag45F,LL,unknown,Ag ,21.55166656,101.1100738,6.87E-39,Highly Significant,TRUE,Success,0.281228481,6126,21783
Ag _Ag59f_LL,Ag59F,LL,unknown,Ag ,20.93039457,15.99385491,0.024920632,Significant,TRUE,Success,0.130927788,2852,21783
Ag _Ag76f_LL,Ag76F,LL,unknown,Ag ,21.63730055,8.819148029,1,Marginally Significant,TRUE,Success,0.143506404,3126,21783
Ag _Ag90f_LL,Ag90F,LL,unknown,Ag ,20.49708875,300.9629418,1.90E-125,Highly Significant,TRUE,Success,0.20667493,4502,21783
Ag _sat32f_LL,sat32F,LL,unknown,Ag ,30.05709357,140.4200445,6.86E-56,Highly Significant,TRUE,Success,0.583849791,12718,21783
Ag _sat33f_LL,sat33F,LL,unknown,Ag ,32,3132.432811,0,Highly Significant,TRUE,Success,1.212780609,26418,21783
Ag _sat34f_LL,sat34F,LL,unknown,Ag ,22.12072358,689.7434969,4.11E-294,Highly Significant,TRUE,Success,1.033787816,22519,21783
Ag _sat36f_LL,sat36F,LL,unknown,Ag ,25.72613863,16.77330065,0.011783648,Significant,TRUE,Success,0.296240187,6453,21783
Ag _sat37f_LL,sat37F,LL,unknown,Ag ,17.64171096,120.6162345,2.53E-47,Highly Significant,TRUE,Success,0.234402975,5106,21783
Ag _sat38f_LL,sat38F,LL,unknown,Ag ,31.44563746,98.21239038,1.23E-37,Highly Significant,TRUE,Success,0.892944039,19451,21783
Ag _sat39f_LL,sat39F,LL,unknown,Ag ,23.50522695,159.2191782,5.00E-64,Highly Significant,TRUE,Success,0.512417941,11162,21783
Ag _sat40f_LL,sat40F,LL,unknown,Ag ,24.84579739,142.176561,1.19E-56,Highly Significant,TRUE,Success,0.4460359,9716,21783
Ag _sat41f_LL,sat41F,LL,unknown,Ag ,21.81062645,1776.604131,0,Highly Significant,TRUE,Success,1.317036221,28689,21783
Ag _sat42f_LL,sat42F,LL,unknown,Ag ,30.82267622,26.75065026,6.95E-07,Highly Significant,TRUE,Success,0.116329248,2534,21783
Ag _sat43f_LL,sat43F,LL,unknown,Ag ,18.35529573,220.6040209,1.29E-90,Highly Significant,TRUE,Success,0.747693155,16287,21783
Ag _slight_LL,slight,LL,unknown,Ag ,,,,Not Rhythmic,FALSE,Insufficient data,1,21783,21783
